time(ms),amplitude(v)
319.08427560681434,0.172119140625
319.09587778539736,0.264434814453125
319.11180077531463,0.214691162109375
319.12180265340345,0.177764892578125
319.13220460661574,0.146484375
319.1424465297786,0.110321044921875
319.15244840786744,0.077972412109375
319.8970682278202,0.06195068359375
319.9078702561561,0.061187744140625
330.29790122979597,0.062255859375
450.59845049840163,0.631103515625
469.5981381383678,0.06195068359375
472.0550794871182,0.066375732421875
472.18590405251933,0.079498291015625
472.99269554667194,0.079193115234375
473.01766023438154,0.064697265625
473.04050452393625,0.063018798828125
473.1109177456812,0.084991455078125
473.1340020803101,0.0701904296875
473.157086414939,0.087127685546875
473.18161102001267,0.095977783203125
473.2038952043944,0.078887939453125
473.22773968175807,0.09063720703125
473.2500238661398,0.140380859375
473.2729881782316,0.13916015625
473.29723273071886,0.117645263671875
473.32295756116315,0.070037841796875
473.48818858718965,0.07049560546875
473.58064594824225,0.065765380859375
473.7742022930161,0.061798095703125
474.25285217083234,0.0689697265625
474.27617655053535,0.067901611328125
474.2993008926766,0.077056884765625
474.3218251221325,0.091705322265625
474.3431891337301,0.092010498046875
474.3651932655254,0.126190185546875
474.38595716443774,0.16204833984375
474.4064010032512,0.1513671875
474.42780502236116,0.159912109375
474.44844889873633,0.14892578125
474.46901276008685,0.19805908203125
474.4898566740239,0.196380615234375
474.51070058796086,0.185699462890625
474.5314244793608,0.257415771484375
474.55258845339665,0.284271240234375
474.57379243494483,0.17974853515625
474.5950764315177,0.278472900390625
474.61576031540534,0.235748291015625
474.6366442368547,0.27191162109375
474.6563679404457,0.278472900390625
474.67717184687035,0.277252197265625
474.69769570070855,0.292510986328125
474.7180195169849,0.20904541015625
474.7397836037061,0.34027099609375
474.8572456599806,0.080718994140625
475.81418534800184,0.095672607421875
475.83750972770486,0.093994140625
475.85915379188896,0.14373779296875
475.88087787109777,0.129852294921875
475.90236190523245,0.148468017578125
475.92216562384823,0.16326904296875
475.94288951524817,0.183258056640625
475.96381344420985,0.213623046875
475.98369717785033,0.227813720703125
476.00402099412673,0.269012451171875
476.02446483294017,0.23284912109375
476.0444685891177,0.31524658203125
476.064672382857,0.306854248046875
476.0849961991334,0.31585693359375
476.1047599102368,0.2996826171875
476.1248036739267,0.334014892578125
476.144887445129,0.370025634765625
476.1647311712571,0.3399658203125
476.1848549499717,0.360870361328125
476.20477869112455,0.388946533203125
476.22478244730206,0.495452880859375
476.2457463837761,0.32867431640625
476.2807929645992,0.080718994140625
476.3234409727697,0.183868408203125
476.47170881355765,0.070648193359375
476.70615283595845,0.07049560546875
476.7933692128925,0.0604248046875
477.20304613940857,0.061798095703125
477.25025500398755,0.0927734375
477.2730192785176,0.10345458984375
477.29542348543646,0.137939453125
477.3178276923553,0.10986328125
477.3396317865888,0.183563232421875
477.3604757005258,0.1458740234375
477.3805994792404,0.211334228515625
477.40144339317743,0.243377685546875
477.42136713433024,0.2490234375
477.44169095060664,0.231475830078125
477.4624948570313,0.289459228515625
477.48337877848064,0.29205322265625
477.50338253465816,0.299835205078125
477.5230662307369,0.308380126953125
477.54310999442674,0.3179931640625
477.5631137506043,0.363311767578125
477.582797446683,0.3863525390625
477.60212107515054,0.392303466796875
477.62232486888985,0.40802001953125
477.6418485349191,0.406494140625
477.6617322685596,0.3875732421875
477.6812559345889,0.377349853515625
477.71630251541194,0.20721435546875
477.7567901179153,0.128173828125
477.81220052252706,0.212554931640625
477.9007771548812,0.07049560546875
478.01551870031557,0.094146728515625
478.666800993944,0.06256103515625
478.6937660572713,0.062408447265625
478.74369543269046,0.09063720703125
478.7663796921958,0.11627197265625
478.78886391413937,0.10650634765625
478.8106280008605,0.127410888671875
478.83135189226044,0.156402587890625
478.852595881321,0.1568603515625
478.8726396450109,0.19317626953125
478.8929234537749,0.202789306640625
478.91312724751424,0.257568359375
478.93345106379064,0.24932861328125
478.9536948650423,0.271759033203125
478.97361860619515,0.265045166015625
478.99382239993446,0.320587158203125
479.01358611103785,0.3692626953125
479.03366988224013,0.360260009765625
479.05367363841765,0.356903076171875
479.07391743966934,0.343475341796875
479.09412123340866,0.388336181640625
479.11416499709856,0.362548828125
479.1341687532761,0.36834716796875
479.1542925319907,0.380096435546875
479.18693866207246,0.096893310546875
479.23066687307653,0.11138916015625
479.28951792375085,0.162811279296875
480.919543999634,0.061492919921875
481.3932729534306,0.06134033203125
481.41831765616485,0.066680908203125
481.4434823814362,0.0616455078125
481.4673668663122,0.115966796875
481.49245157655884,0.093231201171875
481.5136955656194,0.088958740234375
481.53625980258767,0.124969482421875
481.5575838066729,0.1104736328125
481.5785877506593,0.15411376953125
481.5979513866392,0.1800537109375
481.6187552930638,0.20751953125
481.6389990943155,0.222930908203125
481.6596829782031,0.2581787109375
481.6802468395536,0.30853271484375
481.70093072344116,0.23681640625
481.7215745998164,0.3125
481.7416583710186,0.335845947265625
481.76142208212207,0.287017822265625
481.7807857181019,0.3546142578125
481.8000293315447,0.348968505859375
481.81923293747514,0.421600341796875
481.8586803446573,0.136566162109375
